feature,importance,group
categorical__opponent_team_UFMG Fênix,0.0,opponent_team
categorical__opponent_team_UFO,0.0,opponent_team
categorical__opponent_team_UGIT,0.0,opponent_team
categorical__opponent_team_UGK Esports,0.0,opponent_team
categorical__opponent_team_UH Esports,0.0,opponent_team
categorical__opponent_team_ULUGBEK,0.0,opponent_team
categorical__opponent_team_ULVL,0.0,opponent_team
categorical__opponent_team_UNB Green Owls,0.0,opponent_team
categorical__opponent_team_UNDERDOGZ.,0.0,opponent_team
categorical__opponent_team_UNKTEC,0.0,opponent_team
categorical__opponent_team_UYU,0.0,opponent_team
categorical__opponent_team_Ugly Hamsters,0.0,opponent_team
categorical__opponent_team_Ukulele,0.0,opponent_team
categorical__opponent_team_Ultima,0.0,opponent_team
categorical__opponent_team_Ultimatum,0.0,opponent_team
categorical__opponent_team_Un Mix Ta Peur,0.0,opponent_team
categorical__opponent_team_UndeRank,0.0,opponent_team
categorical__opponent_team_Undead Army,0.0,opponent_team
categorical__opponent_team_UnderDogs,0.0,opponent_team
categorical__opponent_team_UnderDogs Gaming,0.0,opponent_team
categorical__opponent_team_Underdogs,0.0,opponent_team
categorical__opponent_team_Ungentium,0.0,opponent_team
categorical__opponent_team_Unic,0.0,opponent_team
categorical__opponent_team_Unicorns of Love,0.0,opponent_team
categorical__opponent_team_Unindentified Gaming,0.0,opponent_team
categorical__opponent_team_Union Gaming,0.0,opponent_team
categorical__opponent_team_Unique,0.0,opponent_team
categorical__opponent_team_United Nerds,0.0,opponent_team
categorical__opponent_team_UnitedERA,0.0,opponent_team
categorical__opponent_team_Unity,0.0,opponent_team
categorical__opponent_team_Unity Esports,0.0,opponent_team
categorical__opponent_team_Universe,0.0,opponent_team
categorical__opponent_team_Unknown,0.0,opponent_team
categorical__opponent_team_Unknown Soldiers,0.0,opponent_team
categorical__opponent_team_Unknownpros,0.0,opponent_team
categorical__opponent_team_Unleashed Esports,0.0,opponent_team
categorical__opponent_team_Unprepared,0.0,opponent_team
categorical__opponent_team_Unsigned Losers,0.0,opponent_team
categorical__opponent_team_Up Next,0.0,opponent_team
categorical__opponent_team_Updraft,0.0,opponent_team
categorical__opponent_team_Upgrade Esports,0.0,opponent_team
categorical__opponent_team_Urubuzada e-Sports,0.0,opponent_team
categorical__opponent_team_Uruz Esports,0.0,opponent_team
categorical__opponent_team_Utah Bless,0.0,opponent_team
numeric__missingindicator_player_agent_acs_last_5,0.0,missingindicator_player_agent_acs_last_5
categorical__opponent_team_Uzhiki,0.0,opponent_team
categorical__opponent_team_V Gaming,0.0,opponent_team
categorical__opponent_team_V K3Par1kE,0.0,opponent_team
categorical__opponent_team_V1XON Rising,0.0,opponent_team
categorical__opponent_team_VAGOS,0.0,opponent_team
categorical__opponent_team_VALONEWTONS,0.0,opponent_team
categorical__opponent_team_VALORANT Sharaga,0.0,opponent_team
categorical__opponent_team_VALORANTPT,0.0,opponent_team
categorical__opponent_team_VAMOS,0.0,opponent_team
categorical__opponent_team_VAMOS eSports,0.0,opponent_team
numeric__missingindicator_player_agent_kda_last_5,0.0,missingindicator_player_agent_kda_last_5
categorical__opponent_team_VCT,0.0,opponent_team
categorical__opponent_team_VCTRY Esports,0.0,opponent_team
categorical__opponent_team_VERTEX,0.0,opponent_team
categorical__opponent_team_VICTORY,0.0,opponent_team
categorical__opponent_team_VIM TIRAR ORG GRANDE,0.0,opponent_team
categorical__opponent_team_VIN G,0.0,opponent_team
categorical__opponent_team_VIRTUOSO,0.0,opponent_team
categorical__opponent_team_VITEAZ,0.0,opponent_team
categorical__opponent_team_VOIN DRIP,0.0,opponent_team
categorical__opponent_team_VOIX,0.0,opponent_team
categorical__opponent_team_VOX Hakaishin,0.0,opponent_team
categorical__opponent_team_VOX Nova,0.0,opponent_team
categorical__opponent_team_VOX One,0.0,opponent_team
categorical__opponent_team_VPZ,0.0,opponent_team
categorical__opponent_team_VVT Premier,0.0,opponent_team
categorical__opponent_team_VVV,0.0,opponent_team
categorical__opponent_team_Vacuumers,0.0,opponent_team
categorical__opponent_team_Valar Morghulis,0.0,opponent_team
categorical__opponent_team_Vale,0.0,opponent_team
categorical__opponent_team_Valhalla,0.0,opponent_team
categorical__opponent_team_Valkyrie,0.0,opponent_team
categorical__opponent_team_Valkyrie Esports,0.0,opponent_team
categorical__opponent_team_ValorEitis,0.0,opponent_team
categorical__opponent_team_Valorando,0.0,opponent_team
categorical__opponent_team_ValorantEXEC,0.0,opponent_team
categorical__opponent_team_ValorsGG,0.0,opponent_team
categorical__opponent_team_Valstars Gaming,0.0,opponent_team
categorical__opponent_team_Vammo E-Sports,0.0,opponent_team
categorical__opponent_team_Vancouver Elated,0.0,opponent_team
categorical__opponent_team_Vatra Esports,0.0,opponent_team
categorical__opponent_team_Vctory Esports,0.0,opponent_team
categorical__opponent_team_VeViCi Esports,0.0,opponent_team
categorical__opponent_team_Veggie Straws,0.0,opponent_team
categorical__opponent_team_Velocity Gaming,0.0,opponent_team
categorical__opponent_team_Velox,0.0,opponent_team
categorical__opponent_team_Vendetta,0.0,opponent_team
categorical__opponent_team_Vendetta 7,0.0,opponent_team
categorical__opponent_team_Vengeance,0.0,opponent_team
categorical__opponent_team_Veni Vidi Vici,0.0,opponent_team
categorical__opponent_team_Venom 5 Horsemen,0.0,opponent_team
categorical__opponent_team_Venom Cloud 7,0.0,opponent_team
categorical__opponent_team_Verendus,0.0,opponent_team
categorical__opponent_team_Vermillion,0.0,opponent_team
categorical__opponent_team_Veronica7,0.0,opponent_team
categorical__opponent_team_Version1,0.0,opponent_team
categorical__opponent_team_Vertical Seven Esports,0.0,opponent_team
categorical__opponent_team_Vertigang,0.0,opponent_team
categorical__opponent_team_Very Laze,0.0,opponent_team
categorical__opponent_team_VeselieVintovki,0.0,opponent_team
categorical__opponent_team_Vexed Gaming,0.0,opponent_team
categorical__opponent_team_Vexo Esports,0.0,opponent_team
categorical__opponent_team_Vi4 Esports,0.0,opponent_team
categorical__opponent_team_Vial,0.0,opponent_team
categorical__opponent_team_Vicez,0.0,opponent_team
categorical__opponent_team_Vicious Flawless,0.0,opponent_team
categorical__opponent_team_Victoire Gaming,0.0,opponent_team
categorical__opponent_team_Victorious Beast,0.0,opponent_team
categorical__opponent_team_VictoriousID,0.0,opponent_team
categorical__opponent_team_Victory Formula,0.0,opponent_team
categorical__opponent_team_Vielepinese,0.0,opponent_team
categorical__opponent_team_Vieux Touristes,0.0,opponent_team
categorical__opponent_team_Villains Esports,0.0,opponent_team
categorical__opponent_team_Violent Frogs,0.0,opponent_team
categorical__opponent_team_ViperSaysCome,0.0,opponent_team
categorical__opponent_team_Vireo.pro,0.0,opponent_team
categorical__opponent_team_Virgin Two,0.0,opponent_team
categorical__opponent_team_Virtual Anarchy,0.0,opponent_team
categorical__opponent_team_Vision Strikers,0.0,opponent_team
categorical__opponent_team_Vitriolic,0.0,opponent_team
categorical__opponent_team_Vivant,0.0,opponent_team
categorical__opponent_team_Void Esports,0.0,opponent_team
categorical__opponent_team_Voltage,0.0,opponent_team
categorical__opponent_team_Voltex,0.0,opponent_team
categorical__opponent_team_Vorax,0.0,opponent_team
categorical__opponent_team_Vorpal Swords,0.0,opponent_team
categorical__opponent_team_Voyage,0.0,opponent_team
categorical__opponent_team_Vozmojno Agressiya,0.0,opponent_team
categorical__opponent_team_Vulpine Esports,0.0,opponent_team
categorical__opponent_team_Vx,0.0,opponent_team
categorical__opponent_team_W Gaming,0.0,opponent_team
categorical__opponent_team_W Streak Esports,0.0,opponent_team
categorical__opponent_team_WAP Esports,0.0,opponent_team
categorical__opponent_team_WATAHA,0.0,opponent_team
categorical__opponent_team_WAY Esports,0.0,opponent_team
categorical__opponent_team_WEDOZ,0.0,opponent_team
categorical__opponent_team_WHAAN WHAAN Esport,0.0,opponent_team
categorical__opponent_team_WHATS POPPIN,0.0,opponent_team
categorical__opponent_team_WHOMEGALUL,0.0,opponent_team
categorical__opponent_team_WHR Esports,0.0,opponent_team
categorical__opponent_team_WICKED,0.0,opponent_team
categorical__opponent_team_WILD HUNT,0.0,opponent_team
categorical__opponent_team_WLGaming Esports,0.0,opponent_team
numeric__missingindicator_player_rest_days,0.0,missingindicator_player_rest_days
categorical__opponent_team_WOLFPACK,0.0,opponent_team
categorical__opponent_team_WRNG,0.0,opponent_team
categorical__opponent_team_Waifu Warriors,0.0,opponent_team
categorical__opponent_team_WakaWaka,0.0,opponent_team
categorical__opponent_team_Walküre,0.0,opponent_team
categorical__opponent_team_Want It Gaming,0.0,opponent_team
categorical__opponent_team_WarningStepz,0.0,opponent_team
categorical__opponent_team_Warriors Esports,0.0,opponent_team
categorical__opponent_team_Water,0.0,opponent_team
categorical__opponent_team_Wave Esports,0.0,opponent_team
categorical__opponent_team_Waverunners,0.0,opponent_team
categorical__opponent_team_We Are Turks,0.0,opponent_team
categorical__opponent_team_We Are Washed,0.0,opponent_team
categorical__opponent_team_We Dem Bois,0.0,opponent_team
categorical__opponent_team_We Knep The Meta,0.0,opponent_team
categorical__opponent_team_We Need Sponsor,0.0,opponent_team
categorical__opponent_team_We Raise Blame,0.0,opponent_team
categorical__opponent_team_We Raise Sirius,0.0,opponent_team
categorical__opponent_team_WeBareBears,0.0,opponent_team
categorical__opponent_team_WeDontNeedMana,0.0,opponent_team
categorical__opponent_team_WeMade FOX,0.0,opponent_team
categorical__opponent_team_WeMakeTheFuture,0.0,opponent_team
categorical__opponent_team_Weakless,0.0,opponent_team
categorical__opponent_team_Weda Esports,0.0,opponent_team
categorical__opponent_team_Weebs Acended,0.0,opponent_team
categorical__opponent_team_Weenie Hut Jr,0.0,opponent_team
categorical__opponent_team_Westception,0.0,opponent_team
categorical__opponent_team_What's going on,0.0,opponent_team
categorical__opponent_team_Wheels,0.0,opponent_team
categorical__opponent_team_Whisper,0.0,opponent_team
categorical__opponent_team_White Lotus,0.0,opponent_team
categorical__opponent_team_White Lotus Esports,0.0,opponent_team
categorical__opponent_team_WhynotVLR,0.0,opponent_team
categorical__opponent_team_WiLD MultiGaming,0.0,opponent_team
categorical__opponent_team_Wildcard Gaming,0.0,opponent_team
categorical__opponent_team_Windstorm,0.0,opponent_team
categorical__opponent_team_Winfinity,0.0,opponent_team
categorical__opponent_team_Winstrike Academy,0.0,opponent_team
categorical__opponent_team_Witch E-Sports,0.0,opponent_team
categorical__opponent_team_WithYouWithMe,0.0,opponent_team
categorical__opponent_team_Without Org,0.0,opponent_team
categorical__opponent_team_Without negative,0.0,opponent_team
categorical__opponent_team_Wolfgang Mist Walkthrough,0.0,opponent_team
categorical__opponent_team_Wolfix Gaming,0.0,opponent_team
categorical__opponent_team_Wolves Crew,0.0,opponent_team
categorical__opponent_team_Wolves of Hell,0.0,opponent_team
categorical__opponent_team_WoofWoof,0.0,opponent_team
categorical__opponent_team_Word.exe,0.0,opponent_team
categorical__opponent_team_World Game Star,0.0,opponent_team
categorical__opponent_team_Worst Players,0.0,opponent_team
categorical__opponent_team_Wulf Esports,0.0,opponent_team
categorical__opponent_team_Wygers Argentina,0.0,opponent_team
categorical__opponent_team_X10 Esports,0.0,opponent_team
categorical__opponent_team_X7 Ireland,0.0,opponent_team
numeric__missingindicator_player_role_rating_last_5,0.0,missingindicator_player_role_rating_last_5
categorical__opponent_team_XERXIA Esports,0.0,opponent_team
categorical__opponent_team_XFlow Esports,0.0,opponent_team
categorical__opponent_team_XIAO,0.0,opponent_team
categorical__opponent_team_XLC Esports,0.0,opponent_team
categorical__opponent_team_XSET,0.0,opponent_team
categorical__opponent_team_XTR,0.0,opponent_team
categorical__opponent_team_XTREME,0.0,opponent_team
categorical__opponent_team_XYZ,0.0,opponent_team
categorical__opponent_team_XcN Gaming,0.0,opponent_team
categorical__opponent_team_XenoFrost,0.0,opponent_team
categorical__opponent_team_Xiron Gamers,0.0,opponent_team
categorical__opponent_team_Xplicit,0.0,opponent_team
categorical__opponent_team_Xtardust,0.0,opponent_team
categorical__opponent_team_Xterminate,0.0,opponent_team
categorical__opponent_team_Xtreme Elite Esports,0.0,opponent_team
categorical__opponent_team_Xyberium,0.0,opponent_team
categorical__opponent_team_Xzeroyal,0.0,opponent_team
categorical__opponent_team_Y10.5,0.0,opponent_team
categorical__opponent_team_YA MUSALLA YA MAPUS,0.0,opponent_team
categorical__opponent_team_YAMAGAN,0.0,opponent_team
categorical__opponent_team_YAZDA,0.0,opponent_team
categorical__opponent_team_YFP,0.0,opponent_team
categorical__opponent_team_YMA,0.0,opponent_team
categorical__opponent_team_YMCA Esports,0.0,opponent_team
categorical__opponent_team_YMG,0.0,opponent_team
categorical__opponent_team_YODHA Esports B,0.0,opponent_team
categorical__opponent_team_YONK,0.0,opponent_team
categorical__opponent_team_YaLLa Esports,0.0,opponent_team
categorical__opponent_team_Yakuza,0.0,opponent_team
categorical__opponent_team_Yang Terxakiti,0.0,opponent_team
categorical__opponent_team_Yasei,0.0,opponent_team
categorical__opponent_team_Yendez,0.0,opponent_team
categorical__opponent_team_You Guys Get Paid?,0.0,opponent_team
categorical__opponent_team_Young Clan,0.0,opponent_team
categorical__opponent_team_Young Mercenary,0.0,opponent_team
categorical__opponent_team_Young Supremacy,0.0,opponent_team
categorical__opponent_team_Young Talent Esports,0.0,opponent_team
categorical__opponent_team_Young Talents,0.0,opponent_team
categorical__opponent_team_Young&Old,0.0,opponent_team
categorical__opponent_team_Young.ID,0.0,opponent_team
categorical__opponent_team_Yêu Nhã Hân,0.0,opponent_team
categorical__opponent_team_Z-Managa eSports,0.0,opponent_team
categorical__opponent_team_Z11,0.0,opponent_team
categorical__opponent_team_ZERO Winrate,0.0,opponent_team
categorical__opponent_team_ZETA DIVISION,0.0,opponent_team
categorical__opponent_team_ZOL Esports,0.0,opponent_team
categorical__opponent_team_ZOTIX,0.0,opponent_team
categorical__opponent_team_ZXC GAMING,0.0,opponent_team
categorical__opponent_team_ZZZ,0.0,opponent_team
categorical__opponent_team_ZaPs Clan,0.0,opponent_team
categorical__opponent_team_Zakelijk,0.0,opponent_team
categorical__opponent_team_Zeal,0.0,opponent_team
categorical__opponent_team_Zeal Esports,0.0,opponent_team
categorical__opponent_team_Zelos,0.0,opponent_team
categorical__opponent_team_Zen2 Esports,0.0,opponent_team
categorical__opponent_team_Zenigma Alpha,0.0,opponent_team
categorical__opponent_team_Zenith,0.0,opponent_team
categorical__opponent_team_Zer0 Latency,0.0,opponent_team
categorical__opponent_team_Zerance,0.0,opponent_team
categorical__opponent_team_Zercus Esports,0.0,opponent_team
categorical__opponent_team_Zero MarksMen,0.0,opponent_team
categorical__opponent_team_Zero MarksMen Black,0.0,opponent_team
categorical__opponent_team_Zero Risk,0.0,opponent_team
categorical__opponent_team_Zero Synergy,0.0,opponent_team
categorical__opponent_team_Zero Zone,0.0,opponent_team
categorical__opponent_team_Zeusaberz Esports,0.0,opponent_team
categorical__opponent_team_Ziomki Poziomki,0.0,opponent_team
categorical__opponent_team_Zofa King Nub,0.0,opponent_team
categorical__opponent_team_Zonia Esports,0.0,opponent_team
categorical__opponent_team_Zoomers,0.0,opponent_team
categorical__opponent_team_Zveno19,0.0,opponent_team
categorical__opponent_team_Zytic eSports,0.0,opponent_team
categorical__opponent_team_a crache dos pro,0.0,opponent_team
categorical__opponent_team_aaaa,0.0,opponent_team
categorical__opponent_team_abcdteam,0.0,opponent_team
categorical__opponent_team_abushki,0.0,opponent_team
categorical__opponent_team_afterMath Esports,0.0,opponent_team
categorical__opponent_team_animel,0.0,opponent_team
categorical__opponent_team_animeshniki,0.0,opponent_team
categorical__opponent_team_anorthosis famagusta esports,0.0,opponent_team
categorical__opponent_team_aqua,0.0,opponent_team
categorical__opponent_team_atreus,0.0,opponent_team
categorical__opponent_team_ayned,0.0,opponent_team
categorical__opponent_team_azzi's anime aimers,0.0,opponent_team
categorical__opponent_team_backyardigans,0.0,opponent_team
categorical__opponent_team_banana boys,0.0,opponent_team
categorical__opponent_team_bb kaverit,0.0,opponent_team
categorical__opponent_team_beastcoast,0.0,opponent_team
categorical__opponent_team_beneluxjes,0.0,opponent_team
categorical__opponent_team_bestrandom5,0.0,opponent_team
categorical__opponent_team_bigmakcombo,0.0,opponent_team
categorical__opponent_team_blablabla,0.0,opponent_team
numeric__missingindicator_player_role_acs_last_5,0.0,missingindicator_player_role_acs_last_5
categorical__opponent_team_blaendet,0.0,opponent_team
categorical__opponent_team_boa sorte,0.0,opponent_team
categorical__opponent_team_bolinha de golfe,0.0,opponent_team
categorical__opponent_team_bratiki94,0.0,opponent_team
categorical__opponent_team_bref,0.0,opponent_team
categorical__opponent_team_bristol bagres,0.0,opponent_team
categorical__opponent_team_brown gunday,0.0,opponent_team
categorical__opponent_team_callmesir,0.0,opponent_team
categorical__opponent_team_calor,0.0,opponent_team
categorical__opponent_team_catJAM,0.0,opponent_team
categorical__opponent_team_chill boys,0.0,opponent_team
categorical__opponent_team_chiu,0.0,opponent_team
categorical__opponent_team_cis killers,0.0,opponent_team
categorical__opponent_team_cool kids,0.0,opponent_team
categorical__opponent_team_couchless,0.0,opponent_team
categorical__opponent_team_cowana Gaming,0.0,opponent_team
categorical__opponent_team_csdeadgame,0.0,opponent_team
categorical__opponent_team_cute fat boys,0.0,opponent_team
categorical__opponent_team_d0gSports,0.0,opponent_team
categorical__opponent_team_dATHITANS,0.0,opponent_team
categorical__opponent_team_dart monkeys,0.0,opponent_team
categorical__opponent_team_de_prodigy,0.0,opponent_team
categorical__opponent_team_deathwish,0.0,opponent_team
categorical__opponent_team_detox,0.0,opponent_team
categorical__opponent_team_dfiance,0.0,opponent_team
categorical__opponent_team_dgen,0.0,opponent_team
categorical__opponent_team_dior,0.0,opponent_team
categorical__opponent_team_dogsafari,0.0,opponent_team
categorical__opponent_team_dogz,0.0,opponent_team
categorical__opponent_team_doidera,0.0,opponent_team
categorical__opponent_team_doneVAL,0.0,opponent_team
categorical__opponent_team_dont know,0.0,opponent_team
categorical__opponent_team_dotExE,0.0,opponent_team
categorical__opponent_team_driveBy,0.0,opponent_team
categorical__opponent_team_eMonkeyz Club,0.0,opponent_team
categorical__opponent_team_eSport Rhein Neckar,0.0,opponent_team
categorical__opponent_team_eSuba,0.0,opponent_team
categorical__opponent_team_eUnited,0.0,opponent_team
categorical__opponent_team_eXiLe eSports,0.0,opponent_team
categorical__opponent_team_ehehxd,0.0,opponent_team
categorical__opponent_team_el bdoon,0.0,opponent_team
categorical__opponent_team_eu e as 4 mulas,0.0,opponent_team
categorical__opponent_team_evilzone,0.0,opponent_team
categorical__opponent_team_ex INS,0.0,opponent_team
categorical__opponent_team_ex liberty,0.0,opponent_team
categorical__opponent_team_ex-AING MAUNG Esports,0.0,opponent_team
categorical__opponent_team_ex-PWYH,0.0,opponent_team
categorical__opponent_team_ex-Recon 5,0.0,opponent_team
categorical__opponent_team_ex-Reveur/Team Phenix,0.0,opponent_team
categorical__opponent_team_ex-SV Empire,0.0,opponent_team
categorical__opponent_team_ex-Wildcard Gaming,0.0,opponent_team
categorical__opponent_team_experientGG,0.0,opponent_team
categorical__opponent_team_ez5,0.0,opponent_team
categorical__opponent_team_fReya,0.0,opponent_team
categorical__opponent_team_fake doi,0.0,opponent_team
categorical__opponent_team_fakezinho dos guri,0.0,opponent_team
categorical__opponent_team_fakezinn,0.0,opponent_team
categorical__opponent_team_fastmix,0.0,opponent_team
categorical__opponent_team_fat7,0.0,opponent_team
categorical__opponent_team_feelmyhack,0.0,opponent_team
categorical__opponent_team_forZe,0.0,opponent_team
categorical__opponent_team_fortytwo,0.0,opponent_team
categorical__opponent_team_freak squad,0.0,opponent_team
categorical__opponent_team_freelo,0.0,opponent_team
categorical__opponent_team_frog munchers,0.0,opponent_team
categorical__opponent_team_fully,0.0,opponent_team
categorical__opponent_team_furi+4,0.0,opponent_team
categorical__opponent_team_g0gados,0.0,opponent_team
categorical__opponent_team_geek champions,0.0,opponent_team
categorical__opponent_team_goth boy clique,0.0,opponent_team
categorical__opponent_team_gso,0.0,opponent_team
categorical__opponent_team_gucciGANG,0.0,opponent_team
categorical__opponent_team_hashiras,0.0,opponent_team
categorical__opponent_team_headzots,0.0,opponent_team
categorical__opponent_team_hellons,0.0,opponent_team
categorical__opponent_team_human Zeal,0.0,opponent_team
categorical__opponent_team_iNCREDIBLES,0.0,opponent_team
categorical__opponent_team_iNg and Friends,0.0,opponent_team
categorical__opponent_team_iPon Esport,0.0,opponent_team
categorical__opponent_team_iXA,0.0,opponent_team
categorical__opponent_team_idkman,0.0,opponent_team
categorical__opponent_team_idontcare,0.0,opponent_team
categorical__opponent_team_illmatic,0.0,opponent_team
numeric__missingindicator_player_role_kda_last_5,0.0,missingindicator_player_role_kda_last_5
categorical__opponent_team_improvisad0,0.0,opponent_team
categorical__opponent_team_jaba,0.0,opponent_team
categorical__opponent_team_junummer,0.0,opponent_team
categorical__opponent_team_kapten mint,0.0,opponent_team
categorical__opponent_team_karmeliet,0.0,opponent_team
categorical__opponent_team_kebabmasterz,0.0,opponent_team
categorical__opponent_team_komand04ka,0.0,opponent_team
categorical__opponent_team_kryzys,0.0,opponent_team
categorical__opponent_team_l3wnadowski,0.0,opponent_team
categorical__opponent_team_lancaster bombers,0.0,opponent_team
categorical__opponent_team_lancheira da nina,0.0,opponent_team
categorical__opponent_team_laniepodbalkonem,0.0,opponent_team
categorical__opponent_team_lavender boys,0.0,opponent_team
categorical__opponent_team_leptospirose,0.0,opponent_team
categorical__opponent_team_locust,0.0,opponent_team
numeric__missingindicator_team_acs_last_5,0.0,missingindicator_team_acs_last_5
categorical__opponent_team_looking for a name,0.0,opponent_team
categorical__opponent_team_m.eS Revolutionary Gamers,0.0,opponent_team
categorical__opponent_team_m8 Esports,0.0,opponent_team
categorical__opponent_team_mato30,0.0,opponent_team
categorical__opponent_team_mato30eperco,0.0,opponent_team
categorical__opponent_team_maybegokill,0.0,opponent_team
numeric__missingindicator_team_kda_last_5,0.0,missingindicator_team_kda_last_5
categorical__opponent_team_mcdonalds shift,0.0,opponent_team
categorical__opponent_team_meme666,0.0,opponent_team
categorical__opponent_team_mhm,0.0,opponent_team
categorical__opponent_team_midnightclub,0.0,opponent_team
categorical__opponent_team_miks,0.0,opponent_team
categorical__opponent_team_mira fofinha,0.0,opponent_team
categorical__opponent_team_miracle victory,0.0,opponent_team
categorical__opponent_team_mix,0.0,opponent_team
categorical__opponent_team_mix5,0.0,opponent_team
categorical__opponent_team_mode:,0.0,opponent_team
categorical__opponent_team_monkes,0.0,opponent_team
categorical__opponent_team_mozzy,0.0,opponent_team
categorical__opponent_team_mozzymembas,0.0,opponent_team
categorical__opponent_team_n0gravity,0.0,opponent_team
categorical__opponent_team_n1ce3e3e3e3,0.0,opponent_team
categorical__opponent_team_nA Whiff Masters,0.0,opponent_team
categorical__opponent_team_nAts fAns,0.0,opponent_team
categorical__opponent_team_naosei,0.0,opponent_team
categorical__opponent_team_narrative,0.0,opponent_team
categorical__opponent_team_nebula123,0.0,opponent_team
categorical__opponent_team_need girlfriend,0.0,opponent_team
categorical__opponent_team_need more DM,0.0,opponent_team
categorical__opponent_team_nerd emoji,0.0,opponent_team
categorical__opponent_team_next_viigraem,0.0,opponent_team
categorical__opponent_team_nice try,0.0,opponent_team
categorical__opponent_team_no name,0.0,opponent_team
categorical__opponent_team_no shot,0.0,opponent_team
categorical__opponent_team_no.men,0.0,opponent_team
categorical__opponent_team_noFEAR,0.0,opponent_team
categorical__opponent_team_notbuiltdif,0.0,opponent_team
categorical__opponent_team_nuBo,0.0,opponent_team
categorical__opponent_team_nway,0.0,opponent_team
categorical__opponent_team_não temos um plano,0.0,opponent_team
categorical__opponent_team_o7,0.0,opponent_team
categorical__opponent_team_oFby,0.0,opponent_team
categorical__opponent_team_onliner$,0.0,opponent_team
categorical__opponent_team_onliners,0.0,opponent_team
categorical__opponent_team_ooliganz,0.0,opponent_team
categorical__opponent_team_orglesssszzzssz,0.0,opponent_team
categorical__opponent_team_os reis do fluxo,0.0,opponent_team
categorical__opponent_team_ownage,0.0,opponent_team
categorical__opponent_team_paiN Gaming,0.0,opponent_team
categorical__opponent_team_parsians,0.0,opponent_team
categorical__opponent_team_pepecool,0.0,opponent_team
categorical__opponent_team_playHard,0.0,opponent_team
categorical__opponent_team_playmakers,0.0,opponent_team
categorical__opponent_team_playordie,0.0,opponent_team
categorical__opponent_team_plgurom,0.0,opponent_team
categorical__opponent_team_prime 5,0.0,opponent_team
categorical__opponent_team_psyhiatryk,0.0,opponent_team
categorical__opponent_team_puGG,0.0,opponent_team
categorical__opponent_team_ququlity,0.0,opponent_team
numeric__missingindicator_opponent_acs_last_5,0.0,missingindicator_opponent_acs_last_5
numeric__missingindicator_opponent_kda_last_5,0.0,missingindicator_opponent_kda_last_5
categorical__opponent_team_randomfiVe,0.0,opponent_team
categorical__opponent_team_ranked enjoyers,0.0,opponent_team
categorical__opponent_team_ranked legends,0.0,opponent_team
categorical__opponent_team_rats,0.0,opponent_team
categorical__opponent_team_rcivarkaat,0.0,opponent_team
categorical__opponent_team_rice and meatballs,0.0,opponent_team
categorical__opponent_team_roar,0.0,opponent_team
categorical__opponent_team_sad anime gamer,0.0,opponent_team
categorical__opponent_team_sadHours,0.0,opponent_team
categorical__opponent_team_sas elle,0.0,opponent_team
categorical__opponent_team_savage.gg,0.0,opponent_team
categorical__opponent_team_seeker,0.0,opponent_team
categorical__opponent_team_select few,0.0,opponent_team
categorical__opponent_team_sharKO,0.0,opponent_team
categorical__opponent_team_shiba n the homies,0.0,opponent_team
categorical__opponent_team_shine,0.0,opponent_team
categorical__opponent_team_silence,0.0,opponent_team
categorical__opponent_team_slime slats,0.0,opponent_team
categorical__opponent_team_smell33t,0.0,opponent_team
categorical__opponent_team_soyboys,0.0,opponent_team
categorical__opponent_team_sweetiesandfriends,0.0,opponent_team
categorical__opponent_team_szmery bajery krecenie afery,0.0,opponent_team
categorical__opponent_team_tba,0.0,opponent_team
categorical__opponent_team_team VOID,0.0,opponent_team
categorical__opponent_team_team xanax,0.0,opponent_team
categorical__opponent_team_team123,0.0,opponent_team
categorical__opponent_team_team420,0.0,opponent_team
categorical__opponent_team_teamamen,0.0,opponent_team
categorical__opponent_team_tftteam,0.0,opponent_team
categorical__opponent_team_the bridge,0.0,opponent_team
categorical__opponent_team_the gorillas,0.0,opponent_team
categorical__opponent_team_thegiornalisti,0.0,opponent_team
categorical__opponent_team_thewandfriends,0.0,opponent_team
categorical__opponent_team_tier2sussinha,0.0,opponent_team
categorical__opponent_team_tp i 2 luza,0.0,opponent_team
categorical__opponent_team_tr4sh,0.0,opponent_team
categorical__opponent_team_tremb4l4,0.0,opponent_team
numeric__missingindicator_team_map_win_rate,0.0,missingindicator_team_map_win_rate
categorical__opponent_team_tropa da realeza,0.0,opponent_team
categorical__opponent_team_tropa do mata rindo,0.0,opponent_team
categorical__opponent_team_trying to win,0.0,opponent_team
categorical__opponent_team_tryouts,0.0,opponent_team
categorical__opponent_team_turkishnewstars,0.0,opponent_team
categorical__opponent_team_tyeasy,0.0,opponent_team
categorical__opponent_team_uhrbtgjmny8,0.0,opponent_team
categorical__opponent_team_ulitka,0.0,opponent_team
categorical__opponent_team_unjobbed,0.0,opponent_team
categorical__opponent_team_unravel,0.0,opponent_team
categorical__opponent_team_vega,0.0,opponent_team
categorical__opponent_team_velman,0.0,opponent_team
categorical__opponent_team_vodkamix,0.0,opponent_team
categorical__opponent_team_volei e peteca,0.0,opponent_team
categorical__opponent_team_volvo peek,0.0,opponent_team
categorical__opponent_team_w0wClan,0.0,opponent_team
categorical__opponent_team_washedfortniteboomers,0.0,opponent_team
categorical__opponent_team_we lost,0.0,opponent_team
categorical__opponent_team_webSPELL,0.0,opponent_team
categorical__opponent_team_westSide,0.0,opponent_team
categorical__opponent_team_who cares?,0.0,opponent_team
