team,count,mean,median
Nevi,15,0.83,0.97
GR,120,0.8299166666666667,0.81
KOIF,15,0.8293333333333333,0.83
Tone,10,0.829,0.83
F4Q,50,0.8288,0.835
MDS,40,0.82825,0.83
SUN7,10,0.828,0.795
PG,30,0.8276666666666667,0.675
KUM,15,0.8273333333333334,0.77
MANGAL,20,0.827,0.78
BM,10,0.8240000000000001,0.81
Tris,10,0.8240000000000001,0.855
KRM,10,0.8240000000000001,0.855
SVGE,10,0.8230000000000001,0.925
UFO,10,0.8230000000000001,0.755
Stro,10,0.8230000000000001,0.81
Kjot,10,0.8230000000000001,0.905
Bibl,20,0.8225,0.855
LBR,20,0.8210000000000001,0.765
Astr,10,0.8210000000000001,0.775
Tiik,10,0.8210000000000001,0.855
r5,10,0.8210000000000001,0.8049999999999999
Smil,30,0.821,0.74
Pugg,20,0.8205,0.89
ez,10,0.82,0.845
yell,10,0.818,0.95
Marv,10,0.818,0.8
Doub,10,0.818,0.7649999999999999
DNA,15,0.8173333333333334,0.85
CR,70,0.816,0.825
DISB,10,0.8140000000000001,0.79
VVC,10,0.8130000000000001,0.77
UNDE,10,0.8130000000000001,0.8400000000000001
,10,0.8130000000000001,0.805
PDN,35,0.8128571428571428,0.87
SICK,20,0.8125,0.7050000000000001
zyzz,10,0.812,0.85
FMD,20,0.8115,0.76
fR,25,0.8104,0.83
ATR,35,0.81,0.8
Vitr,10,0.8089999999999999,0.7949999999999999
MASS,25,0.8088,0.72
Shif,28,0.8085714285714286,0.785
KAID,25,0.8084,0.83
NoMe,35,0.8082857142857143,0.85
TFR,10,0.806,0.755
Anga,10,0.806,0.605
Peep,15,0.8053333333333333,0.79
youn,22,0.8045454545454546,0.8300000000000001
Myst,20,0.8019999999999999,0.8
Buff,10,0.8019999999999999,0.825
OXR,45,0.8015555555555556,0.77
SHK,25,0.7996000000000001,0.68
Elem,43,0.7995348837209303,0.79
fort,15,0.7973333333333333,0.8
Samu,15,0.7973333333333333,0.75
anor,15,0.7973333333333332,0.76
Cobr,25,0.7964,0.82
the,30,0.7933333333333333,0.84
UBI,35,0.793142857142857,0.79
Volt,50,0.7926000000000001,0.715
BOOM,25,0.792,0.77
Dece,15,0.792,0.88
ESTO,15,0.792,0.78
NEXU,10,0.792,0.74
Valh,10,0.791,0.73
On V,10,0.791,0.88
AR e,20,0.79,0.69
Diji,10,0.788,0.8
TETA,20,0.7875,0.83
Sent,10,0.787,0.81
CRUS,25,0.7852,0.82
KNG,20,0.7849999999999999,0.8
Shoo,15,0.7846666666666666,0.76
FC,10,0.784,0.91
Quee,10,0.784,0.81
NoCh,8,0.78375,0.78
NOMA,25,0.7836,0.73
LCA,15,0.7826666666666667,0.75
Shie,20,0.7805,0.755
rank,30,0.7803333333333333,0.825
EzLo,10,0.78,0.845
TSG,10,0.78,0.855
vodk,10,0.78,0.715
Mad,20,0.7795,0.71
TDCC,10,0.779,0.735
mayb,10,0.779,0.835
Rapt,15,0.778,0.76
Drag,10,0.778,0.655
Red,10,0.777,0.8200000000000001
Most,10,0.7769999999999999,0.685
CAG,10,0.776,0.74
Afri,10,0.776,0.77
5 ba,20,0.775,0.755
m8,40,0.77425,0.755
Thro,10,0.7729999999999999,0.73
FCG,25,0.7724,0.68
FLC,35,0.772,0.81
VC7,10,0.772,0.715
Kupa,25,0.7712,0.78
CHSV,10,0.771,0.6699999999999999
Old,10,0.771,0.705
Ukul,25,0.7707999999999999,0.78
Supe,25,0.77,0.67
FAST,20,0.7695000000000001,0.79
TMP,40,0.76925,0.8
AMG,25,0.7692,0.66
MCRP,10,0.769,0.815
IMP,10,0.7689999999999999,0.745
ERZI,10,0.768,0.8049999999999999
shar,10,0.768,0.725
VF,10,0.767,0.77
ICE,25,0.7668,0.86
Nxiz,15,0.766,0.85
Revo,30,0.766,0.77
FBI,10,0.766,0.755
Ludu,25,0.7659999999999999,0.76
True,35,0.7651428571428571,0.66
RBL,10,0.765,0.775
DWN,15,0.7646666666666667,0.81
QQ,20,0.7645,0.73
ONET,10,0.764,0.755
mcch,15,0.7633333333333333,0.8
Holl,60,0.7631666666666667,0.72
Art,10,0.762,0.73
Lose,25,0.762,0.76
PROJ,10,0.762,0.74
DGR,85,0.7619999999999999,0.73
blae,20,0.7615000000000001,0.765
KVB,10,0.761,0.7150000000000001
Podp,10,0.7609999999999999,0.715
IBER,10,0.759,0.6799999999999999
karm,10,0.757,0.785
Univ,10,0.757,0.77
VCT,20,0.7565,0.665
ANBU,10,0.756,0.8400000000000001
Nth,2,0.755,0.755
Bill,20,0.7535000000000001,0.815
atre,10,0.752,0.6799999999999999
7S,10,0.752,0.6799999999999999
AIGY,15,0.752,0.76
BATS,10,0.75,0.6799999999999999
5op,10,0.749,0.7949999999999999
FORF,20,0.7485,0.76
Pros,10,0.748,0.6799999999999999
Prec,10,0.7470000000000001,0.74
BUYK,35,0.7454285714285714,0.67
Mixe,10,0.745,0.72
LDV,15,0.7446666666666667,0.78
Mach,15,0.7433333333333334,0.71
UA,10,0.742,0.635
sad,10,0.741,0.75
ZERO,10,0.741,0.7
DÜN,10,0.74,0.8
Ingenuity,20,0.7394999999999999,0.76
KILL,20,0.7384999999999999,0.76
Focus,10,0.738,0.92
dior,15,0.738,0.74
FS,65,0.7378461538461538,0.71
LFO,10,0.737,0.685
Aesi,48,0.7366666666666667,0.695
Cele,25,0.7360000000000001,0.75
INS,10,0.736,0.665
INCE,15,0.736,0.63
NWA,10,0.735,0.79
Joga,10,0.734,0.565
At0m,10,0.734,0.73
RATS,20,0.733,0.735
POIS,115,0.7320869565217392,0.71
Ragi,10,0.732,0.72
Nefa,10,0.7310000000000001,0.69
Pizz,10,0.7310000000000001,0.665
Koca,10,0.731,0.735
Heli,10,0.73,0.73
ETT,20,0.73,0.765
BOTS,10,0.729,0.8200000000000001
TE,20,0.7285,0.77
Mix,25,0.728,0.86
Zoni,10,0.728,0.75
Curr,30,0.728,0.61
Itas,15,0.7273333333333334,0.77
DEFE,10,0.7270000000000001,0.625
SR,10,0.7270000000000001,0.675
AVEZ,10,0.7270000000000001,0.71
5IDO,10,0.727,0.7
Drea,10,0.726,0.685
theg,10,0.725,0.685
LvL,20,0.7245,0.75
Rel,10,0.724,0.74
SPED,10,0.7220000000000001,0.635
MCES,10,0.722,0.75
Born,10,0.722,0.73
ENDL,10,0.722,0.7150000000000001
V K3,10,0.722,0.74
HN R,10,0.721,0.755
IG,30,0.7203333333333333,0.735
Shaz,10,0.7190000000000001,0.6950000000000001
EMP,20,0.7184999999999999,0.75
FLEE,10,0.718,0.6699999999999999
iNg,10,0.718,0.705
GPC,5,0.718,0.66
Nuke,10,0.717,0.73
Gold,10,0.717,0.69
Avan,25,0.7168000000000001,0.73
ZOTIX,10,0.7150000000000001,0.755
abus,10,0.715,0.7250000000000001
šmu,15,0.7146666666666667,0.7
Clea,10,0.7140000000000001,0.64
Magn,10,0.712,0.8200000000000001
idon,10,0.7110000000000001,0.705
CHS,10,0.709,0.6699999999999999
Dont,20,0.7085,0.685
Vcto,10,0.708,0.675
SGG,30,0.7076666666666667,0.6799999999999999
Nord,25,0.7076,0.69
Orig,10,0.7070000000000001,0.64
Luul,10,0.7070000000000001,0.74
McDD,10,0.704,0.73
Goli,10,0.7030000000000001,0.7050000000000001
Hadi,10,0.7030000000000001,0.62
KNAV,10,0.7030000000000001,0.69
Necr,20,0.7020000000000001,0.6699999999999999
Rebo,10,0.701,0.7050000000000001
Crad,10,0.6990000000000001,0.74
123T,10,0.6980000000000001,0.7350000000000001
IceW,20,0.6975,0.575
MoLo,10,0.697,0.755
AllS,10,0.697,0.63
catJ,10,0.697,0.6950000000000001
RedP,10,0.696,0.745
MAZE,10,0.696,0.675
S2K,10,0.6940000000000001,0.73
best,10,0.6930000000000001,0.7050000000000001
done,8,0.69125,0.6950000000000001
ERN,20,0.6910000000000001,0.65
HK,10,0.688,0.5800000000000001
BLE,10,0.686,0.65
Pand,10,0.686,0.6950000000000001
CTL,10,0.6839999999999999,0.71
7UP,10,0.6839999999999999,0.62
Ment,10,0.6839999999999999,0.74
MN,10,0.683,0.6499999999999999
AS07,10,0.683,0.665
rats,10,0.6799999999999999,0.6100000000000001
Sech,10,0.6799999999999999,0.635
Skel,30,0.6743333333333333,0.625
Blac,35,0.6717142857142857,0.52
Cunn,20,0.67,0.655
smel,10,0.669,0.6699999999999999
Shak,10,0.669,0.575
Gen',10,0.6679999999999999,0.645
Evil,15,0.6673333333333333,0.67
Nice,20,0.667,0.665
Dark,20,0.6655,0.74
RCB,10,0.661,0.755
Gami,10,0.661,0.5900000000000001
Not,10,0.661,0.66
Head,40,0.66025,0.63
HS,10,0.655,0.7
Youn,30,0.6536666666666666,0.585
GZ21,25,0.6512,0.55
VEXEC,20,0.65,0.625
Thun,10,0.649,0.5
IAS,15,0.646,0.6
DK,10,0.645,0.64
5 Fi,10,0.642,0.63
mix,10,0.642,0.63
Bbal,10,0.642,0.645
FiRE,10,0.641,0.6950000000000001
Pois,10,0.64,0.62
1000,5,0.638,0.55
COME,10,0.637,0.685
jaba,10,0.6359999999999999,0.55
mode,10,0.634,0.58
SHUS,20,0.6325000000000001,0.5700000000000001
Long,20,0.6325000000000001,0.55
Quan,10,0.631,0.56
RON,10,0.63,0.67
INAE,10,0.628,0.5549999999999999
Only,30,0.6276666666666666,0.64
UGIT,10,0.627,0.5349999999999999
UL,20,0.626,0.5449999999999999
90s,10,0.625,0.62
turk,10,0.624,0.6
Ehbi,10,0.624,0.675
KAFI,20,0.623,0.56
One',10,0.622,0.575
uP,20,0.6205,0.615
Moos,10,0.62,0.745
Ajin,10,0.618,0.6699999999999999
Hai,10,0.617,0.635
vega,10,0.617,0.575
5MS,10,0.617,0.54
Frel,10,0.613,0.5549999999999999
RAVE,10,0.611,0.635
Big,10,0.609,0.665
Deez,10,0.608,0.655
E-Na,10,0.607,0.65
SLAY,10,0.607,0.55
ЧИ,10,0.605,0.6699999999999999
CRAZ,10,0.604,0.5900000000000001
Nove,10,0.603,0.505
nebu,10,0.602,0.6499999999999999
F5S,20,0.6014999999999999,0.565
Try,10,0.6,0.6100000000000001
PLG,10,0.599,0.525
ZXC,10,0.596,0.685
San,10,0.596,0.62
HmmE,10,0.595,0.605
ayne,10,0.593,0.575
nAts,10,0.593,0.575
C SI,10,0.593,0.595
Witc,10,0.592,0.5700000000000001
NFG,10,0.591,0.515
Kean,10,0.588,0.625
FAKE,10,0.588,0.54
GHOS,10,0.587,0.62
KEKW,10,0.5840000000000001,0.535
JO C,5,0.584,0.6
sile,10,0.5820000000000001,0.615
Magi,10,0.5820000000000001,0.515
HoPe,10,0.5820000000000001,0.41000000000000003
BG,10,0.5810000000000001,0.58
Tori,10,0.581,0.58
Ulti,10,0.58,0.5800000000000001
MIX2,10,0.579,0.65
Even,20,0.576,0.615
Fre,10,0.576,0.5800000000000001
Csop,10,0.575,0.54
NyTi,10,0.5740000000000001,0.6699999999999999
kryz,10,0.5730000000000001,0.5800000000000001
Chic,10,0.572,0.64
Rexp,10,0.571,0.59
bris,10,0.571,0.49
5 Th,10,0.571,0.5
SKT,10,0.568,0.525
Gary,10,0.5660000000000001,0.56
Migh,10,0.5640000000000001,0.54
HOLL,10,0.563,0.515
Maze,10,0.563,0.56
BHB,10,0.561,0.5800000000000001
Chos,10,0.561,0.485
BÉZ,10,0.56,0.595
WDNM,20,0.5585,0.45999999999999996
iNCR,10,0.558,0.67
TC,20,0.557,0.515
Sear,10,0.556,0.5900000000000001
Axid,10,0.55,0.525
Digi,30,0.5486666666666667,0.52
Izan,26,0.5484615384615384,0.535
Ninj,10,0.5469999999999999,0.575
Pres,10,0.5469999999999999,0.595
Nope,10,0.544,0.55
Muni,10,0.54,0.54
Take,10,0.5389999999999999,0.5
KAIO,10,0.5389999999999999,0.565
Ghos,10,0.537,0.53
DO S,10,0.536,0.425
Raft,10,0.5349999999999999,0.63
MSR,10,0.534,0.575
LZT,10,0.532,0.39
Vipe,10,0.532,0.495
AMAZ,10,0.529,0.495
WRNG,10,0.528,0.44499999999999995
PHOD,10,0.528,0.525
NLG,10,0.528,0.565
MIX,10,0.524,0.49
Pare,10,0.524,0.535
tba,10,0.521,0.5800000000000001
Mort,10,0.52,0.465
5man,10,0.52,0.63
GNf,10,0.517,0.41000000000000003
Hexi,10,0.512,0.51
Sala,10,0.511,0.525
Goda,10,0.509,0.49
Just,40,0.50875,0.445
Xiro,10,0.504,0.5549999999999999
SD,10,0.503,0.55
WAT,10,0.499,0.46499999999999997
monk,20,0.49850000000000005,0.47
Weak,10,0.49800000000000005,0.43
ELSO,10,0.496,0.51
Test,10,0.495,0.49
BELA,10,0.49399999999999994,0.435
DiaX,10,0.48900000000000005,0.47
call,10,0.489,0.505
Bob,10,0.487,0.53
Zyti,10,0.487,0.44999999999999996
MSP,10,0.484,0.51
WR,20,0.479,0.485
Defe,10,0.47300000000000003,0.405
TR4K,10,0.47300000000000003,0.395
FDP,10,0.47000000000000003,0.35
SV,10,0.47000000000000003,0.445
Cune,10,0.46699999999999997,0.395
I FA,10,0.46699999999999997,0.46499999999999997
ALSA,10,0.466,0.415
Cami,20,0.46349999999999997,0.445
abcd,10,0.457,0.45999999999999996
Abec,5,0.45599999999999996,0.48
Crem,10,0.44800000000000006,0.4
EDGE,10,0.44699999999999995,0.355
Kolo,10,0.44299999999999995,0.425
wash,5,0.442,0.27
On T,10,0.426,0.33499999999999996
Digh,10,0.421,0.29500000000000004
HIGH,10,0.42000000000000004,0.345
huma,10,0.41600000000000004,0.49
geek,10,0.409,0.35
TTW,10,0.404,0.335
rciv,10,0.4,0.43000000000000005
WKTM,8,0.39625,0.365
Dem,5,0.38,0.33
PRAC,10,0.379,0.32
NAND,10,0.375,0.33499999999999996
Indi,10,0.372,0.325
Orke,10,0.366,0.29000000000000004
dgen,10,0.333,0.345
Span,10,0.328,0.255
Immo,10,0.302,0.245
Mäg,10,0.301,0.325
Alma,10,0.294,0.33
ENTS,10,0.279,0.18
SeeF,10,0.263,0.25
Vieu,10,0.256,0.265
logi,10,0.24500000000000002,0.19
Slup,10,0.242,0.235
